activity_id,flavor_id,date_key,date,entity_key,category_key,location_key,metric1,metric2,status,notes
5112,shopping,20220415,2022-04-15,instantpot,kitchen,target,839,27,Returned,
5113,shopping,20220422,2022-04-22,iphone,electronics,amazon,324,38,Returned,
5114,shopping,20220422,2022-04-22,airpods,audio,amazon,1114,20,Returned,
5115,shopping,20220422,2022-04-22,nike,clothing,walmart,785,38,Delivered,
5116,shopping,20220422,2022-04-22,sony,audio,ebay,168,29,Delivered,
5117,shopping,20220422,2022-04-22,ipad,electronics,ebay,1170,35,Delivered,
5118,shopping,20220422,2022-04-22,samsung,electronics,walmart,0,14,Cancelled,
5119,shopping,20220422,2022-04-22,instantpot,kitchen,amazon,1091,33,Delivered,
5120,shopping,20220429,2022-04-29,iphone,electronics,walmart,0,4,Cancelled,
5121,shopping,20220429,2022-04-29,airpods,audio,walmart,514,34,Delivered,
5122,shopping,20220429,2022-04-29,nike,clothing,target,949,39,Delivered,
5123,shopping,20220429,2022-04-29,sony,audio,target,873,19,Returned,
5124,shopping,20220429,2022-04-29,ipad,electronics,walmart,1151,37,Delivered,
5125,shopping,20220429,2022-04-29,samsung,electronics,amazon,601,22,Delivered,
5126,shopping,20220429,2022-04-29,instantpot,kitchen,walmart,1105,20,Delivered,
5127,shopping,20220506,2022-05-06,iphone,electronics,target,193,33,Delivered,
5128,shopping,20220506,2022-05-06,airpods,audio,ebay,1187,3,Delivered,
5129,shopping,20220506,2022-05-06,nike,clothing,amazon,368,22,Delivered,
5130,shopping,20220506,2022-05-06,sony,audio,walmart,345,3,Delivered,
5131,shopping,20220506,2022-05-06,ipad,electronics,walmart,0,20,Cancelled,
5132,shopping,20220506,2022-05-06,samsung,electronics,ebay,183,23,Returned,
5133,shopping,20220506,2022-05-06,instantpot,kitchen,amazon,0,33,Cancelled,
5134,shopping,20220513,2022-05-13,iphone,electronics,ebay,614,16,Delivered,
5135,shopping,20220513,2022-05-13,airpods,audio,amazon,355,35,Delivered,
5136,shopping,20220513,2022-05-13,nike,clothing,target,0,2,Cancelled,
5137,shopping,20220513,2022-05-13,sony,audio,target,1045,,Delivered,
5138,shopping,20220513,2022-05-13,ipad,electronics,ebay,859,19,Delivered,
5139,shopping,20220513,2022-05-13,samsung,electronics,amazon,146,5,Returned,
5140,shopping,20220513,2022-05-13,instantpot,kitchen,amazon,506,39,Delivered,
5141,shopping,20220520,2022-05-20,iphone,electronics,target,357,18,Delivered,
5142,shopping,20220520,2022-05-20,airpods,audio,ebay,782,32,Delivered,
5143,shopping,20220520,2022-05-20,nike,clothing,target,729,25,Delivered,
5144,shopping,20220520,2022-05-20,sony,audio,walmart,918,8,Delivered,
5145,shopping,20220520,2022-05-20,ipad,electronics,walmart,1116,25,Delivered,
5146,shopping,20220520,2022-05-20,samsung,electronics,ebay,421,39,Delivered,
5147,shopping,20220520,2022-05-20,instantpot,kitchen,ebay,760,37,Delivered,
5148,shopping,20220527,2022-05-27,iphone,electronics,ebay,133,21,Delivered,
5149,shopping,20220527,2022-05-27,airpods,audio,target,687,33,Delivered,
5150,shopping,20220527,2022-05-27,nike,clothing,ebay,949,25,Delivered,
5151,shopping,20220527,2022-05-27,sony,audio,ebay,83,29,Returned,
5152,shopping,20220527,2022-05-27,ipad,electronics,target,0,9,Cancelled,
5153,shopping,20220527,2022-05-27,samsung,electronics,target,688,39,Returned,
5154,shopping,20220527,2022-05-27,instantpot,kitchen,target,916,6,Delivered,
5155,shopping,20220603,2022-06-03,iphone,electronics,walmart,1100,6,Delivered,
5156,shopping,20220603,2022-06-03,airpods,audio,walmart,921,16,Delivered,
5157,shopping,20220603,2022-06-03,nike,clothing,ebay,0,10,Cancelled,
5158,shopping,20220603,2022-06-03,sony,audio,ebay,770,20,Delivered,
5159,shopping,20220603,2022-06-03,ipad,electronics,ebay,548,25,Delivered,
5160,shopping,20220603,2022-06-03,samsung,electronics,ebay,86,,Delivered,
5161,shopping,20220603,2022-06-03,instantpot,kitchen,amazon,604,13,Returned,
5162,shopping,20220610,2022-06-10,iphone,electronics,walmart,857,24,Delivered,
5163,shopping,20220610,2022-06-10,airpods,audio,walmart,316,,Returned,
5164,shopping,20220610,2022-06-10,nike,clothing,ebay,181,35,Delivered,
5165,shopping,20220610,2022-06-10,sony,audio,ebay,444,17,Delivered,
5166,shopping,20220610,2022-06-10,ipad,electronics,ebay,966,5,Delivered,
5167,shopping,20220610,2022-06-10,samsung,electronics,target,866,36,Delivered,
5168,shopping,20220610,2022-06-10,instantpot,kitchen,ebay,1179,,Delivered,
5169,shopping,20220617,2022-06-17,iphone,electronics,target,836,16,Returned,
5170,shopping,20220617,2022-06-17,airpods,audio,ebay,86,27,Delivered,
5171,shopping,20220617,2022-06-17,nike,clothing,amazon,0,36,Cancelled,
5172,shopping,20220617,2022-06-17,sony,audio,amazon,451,5,Delivered,
5173,shopping,20220617,2022-06-17,ipad,electronics,target,1138,1,Delivered,
5174,shopping,20220617,2022-06-17,samsung,electronics,walmart,1162,9,Delivered,
5175,shopping,20220617,2022-06-17,instantpot,kitchen,walmart,75,,Delivered,
5176,shopping,20220624,2022-06-24,iphone,electronics,walmart,287,24,Delivered,
5177,shopping,20220624,2022-06-24,airpods,audio,walmart,796,,Delivered,
5178,shopping,20220624,2022-06-24,nike,clothing,walmart,665,7,Delivered,
5179,shopping,20220624,2022-06-24,sony,audio,ebay,60,1,Delivered,
5180,shopping,20220624,2022-06-24,ipad,electronics,amazon,0,18,Cancelled,
5181,shopping,20220624,2022-06-24,samsung,electronics,amazon,0,,Cancelled,
5182,shopping,20220624,2022-06-24,instantpot,kitchen,walmart,1089,25,Returned,
5183,shopping,20220701,2022-07-01,iphone,electronics,ebay,832,13,Delivered,
5184,shopping,20220701,2022-07-01,airpods,audio,target,0,17,Cancelled,
5185,shopping,20220701,2022-07-01,nike,clothing,amazon,525,37,Delivered,
5186,shopping,20220701,2022-07-01,sony,audio,amazon,767,15,Delivered,
5187,shopping,20220701,2022-07-01,ipad,electronics,ebay,815,24,Returned,
5188,shopping,20220701,2022-07-01,samsung,electronics,walmart,547,26,Returned,
5189,shopping,20220701,2022-07-01,instantpot,kitchen,ebay,1058,11,Delivered,
5190,shopping,20220708,2022-07-08,iphone,electronics,amazon,611,10,Returned,
5191,shopping,20220708,2022-07-08,airpods,audio,target,633,32,Delivered,
5192,shopping,20220708,2022-07-08,nike,clothing,amazon,85,29,Returned,
5193,shopping,20220708,2022-07-08,sony,audio,ebay,1151,7,Delivered,
5194,shopping,20220708,2022-07-08,ipad,electronics,ebay,1142,6,Delivered,
5195,shopping,20220708,2022-07-08,samsung,electronics,target,1124,32,Returned,
5196,shopping,20220708,2022-07-08,instantpot,kitchen,target,892,34,Returned,
5197,shopping,20220715,2022-07-15,iphone,electronics,amazon,573,5,Delivered,
5198,shopping,20220715,2022-07-15,airpods,audio,target,0,3,Cancelled,
5199,shopping,20220715,2022-07-15,nike,clothing,ebay,335,26,Returned,
5200,shopping,20220715,2022-07-15,sony,audio,target,1057,32,Delivered,
5201,shopping,20220715,2022-07-15,ipad,electronics,target,967,38,Returned,
5202,shopping,20220715,2022-07-15,samsung,electronics,target,374,,Delivered,
5203,shopping,20220715,2022-07-15,instantpot,kitchen,amazon,1158,12,Delivered,
5204,shopping,20220722,2022-07-22,iphone,electronics,target,284,35,Returned,
5205,shopping,20220722,2022-07-22,airpods,audio,amazon,627,22,Returned,
5206,shopping,20220722,2022-07-22,nike,clothing,ebay,0,16,Cancelled,
5207,shopping,20220722,2022-07-22,sony,audio,ebay,842,6,Delivered,
5208,shopping,20220722,2022-07-22,ipad,electronics,walmart,197,20,Delivered,
5209,shopping,20220722,2022-07-22,samsung,electronics,target,175,27,Delivered,
5210,shopping,20220722,2022-07-22,instantpot,kitchen,target,104,9,Delivered,
5211,shopping,20220729,2022-07-29,iphone,electronics,walmart,665,3,Delivered,
5212,shopping,20220729,2022-07-29,airpods,audio,walmart,859,15,Returned,
5213,shopping,20220729,2022-07-29,nike,clothing,target,343,29,Delivered,
5214,shopping,20220729,2022-07-29,sony,audio,walmart,1012,17,Delivered,
5215,shopping,20220729,2022-07-29,ipad,electronics,walmart,737,17,Delivered,
5216,shopping,20220729,2022-07-29,samsung,electronics,ebay,822,,Delivered,
5217,shopping,20220729,2022-07-29,instantpot,kitchen,amazon,937,13,Delivered,
5218,shopping,20220805,2022-08-05,iphone,electronics,ebay,0,24,Cancelled,
5219,shopping,20220805,2022-08-05,airpods,audio,amazon,455,7,Returned,
5220,shopping,20220805,2022-08-05,nike,clothing,amazon,836,14,Returned,
5221,shopping,20220805,2022-08-05,sony,audio,amazon,293,,Delivered,
5222,shopping,20220805,2022-08-05,ipad,electronics,walmart,351,33,Returned,
5223,shopping,20220805,2022-08-05,samsung,electronics,walmart,931,3,Delivered,
5224,shopping,20220805,2022-08-05,instantpot,kitchen,walmart,1023,14,Returned,
5225,shopping,20220812,2022-08-12,iphone,electronics,walmart,973,3,Delivered,
5226,shopping,20220812,2022-08-12,airpods,audio,ebay,1102,8,Delivered,
5227,shopping,20220812,2022-08-12,nike,clothing,ebay,0,,Cancelled,
5228,shopping,20220812,2022-08-12,sony,audio,ebay,241,12,Delivered,
5229,shopping,20220812,2022-08-12,ipad,electronics,amazon,393,35,Returned,
5230,shopping,20220812,2022-08-12,samsung,electronics,amazon,388,30,Delivered,
5231,shopping,20220812,2022-08-12,instantpot,kitchen,target,269,6,Delivered,
5232,shopping,20220819,2022-08-19,iphone,electronics,ebay,914,15,Delivered,
5233,shopping,20220819,2022-08-19,airpods,audio,walmart,88,5,Delivered,
5234,shopping,20220819,2022-08-19,nike,clothing,ebay,1188,19,Delivered,
5235,shopping,20220819,2022-08-19,sony,audio,walmart,1178,7,Delivered,
5236,shopping,20220819,2022-08-19,ipad,electronics,amazon,926,19,Delivered,
5237,shopping,20220819,2022-08-19,samsung,electronics,walmart,790,31,Delivered,
5238,shopping,20220819,2022-08-19,instantpot,kitchen,amazon,868,31,Delivered,
5239,shopping,20220826,2022-08-26,iphone,electronics,target,484,26,Delivered,
5240,shopping,20220826,2022-08-26,airpods,audio,amazon,1135,23,Delivered,
5241,shopping,20220826,2022-08-26,nike,clothing,target,721,,Returned,
5242,shopping,20220826,2022-08-26,sony,audio,target,406,14,Returned,
5243,shopping,20220826,2022-08-26,ipad,electronics,walmart,480,39,Delivered,
5244,shopping,20220826,2022-08-26,samsung,electronics,walmart,537,7,Returned,
5245,shopping,20220826,2022-08-26,instantpot,kitchen,ebay,385,6,Delivered,
5246,shopping,20220902,2022-09-02,iphone,electronics,ebay,0,0,Cancelled,
5247,shopping,20220902,2022-09-02,airpods,audio,ebay,717,13,Returned,
5248,shopping,20220902,2022-09-02,nike,clothing,amazon,1111,39,Delivered,
5249,shopping,20220902,2022-09-02,sony,audio,ebay,887,14,Delivered,
5250,shopping,20220902,2022-09-02,ipad,electronics,amazon,58,21,Returned,
5251,shopping,20220902,2022-09-02,samsung,electronics,target,0,21,Cancelled,
5252,shopping,20220902,2022-09-02,instantpot,kitchen,walmart,403,16,Delivered,
5253,shopping,20220909,2022-09-09,iphone,electronics,amazon,570,18,Delivered,
5254,shopping,20220909,2022-09-09,airpods,audio,amazon,0,18,Cancelled,
5255,shopping,20220909,2022-09-09,nike,clothing,ebay,0,32,Cancelled,
5256,shopping,20220909,2022-09-09,sony,audio,walmart,570,28,Delivered,
5257,shopping,20220909,2022-09-09,ipad,electronics,ebay,145,27,Returned,
5258,shopping,20220909,2022-09-09,samsung,electronics,ebay,715,6,Delivered,
5259,shopping,20220909,2022-09-09,instantpot,kitchen,walmart,0,29,Cancelled,
5260,shopping,20220916,2022-09-16,iphone,electronics,amazon,921,23,Delivered,
5261,shopping,20220916,2022-09-16,airpods,audio,amazon,552,26,Delivered,
5262,shopping,20220916,2022-09-16,nike,clothing,ebay,1099,7,Delivered,
5263,shopping,20220916,2022-09-16,sony,audio,ebay,522,2,Delivered,
5264,shopping,20220916,2022-09-16,ipad,electronics,ebay,609,0,Delivered,
5265,shopping,20220916,2022-09-16,samsung,electronics,walmart,372,37,Delivered,
5266,shopping,20220916,2022-09-16,instantpot,kitchen,amazon,0,14,Cancelled,
5267,shopping,20220923,2022-09-23,iphone,electronics,target,674,35,Delivered,
5268,shopping,20220923,2022-09-23,airpods,audio,ebay,783,22,Delivered,
5269,shopping,20220923,2022-09-23,nike,clothing,walmart,1113,18,Returned,
5270,shopping,20220923,2022-09-23,sony,audio,walmart,325,0,Delivered,
5271,shopping,20220923,2022-09-23,ipad,electronics,amazon,957,19,Returned,
5272,shopping,20220923,2022-09-23,samsung,electronics,target,884,29,Returned,
5273,shopping,20220923,2022-09-23,instantpot,kitchen,target,358,6,Delivered,
5274,shopping,20220930,2022-09-30,iphone,electronics,walmart,1188,14,Delivered,
5275,shopping,20220930,2022-09-30,airpods,audio,amazon,518,15,Delivered,
5276,shopping,20220930,2022-09-30,nike,clothing,target,371,6,Delivered,
5277,shopping,20220930,2022-09-30,sony,audio,ebay,1153,6,Delivered,
5278,shopping,20220930,2022-09-30,ipad,electronics,ebay,1199,17,Delivered,
5279,shopping,20220930,2022-09-30,samsung,electronics,amazon,428,9,Returned,
5280,shopping,20220930,2022-09-30,instantpot,kitchen,ebay,640,,Delivered,
5281,shopping,20221007,2022-10-07,iphone,electronics,ebay,647,35,Delivered,
5282,shopping,20221007,2022-10-07,airpods,audio,target,1027,35,Delivered,
5283,shopping,20221007,2022-10-07,nike,clothing,amazon,0,,Cancelled,
5284,shopping,20221007,2022-10-07,sony,audio,walmart,855,35,Delivered,
5285,shopping,20221007,2022-10-07,ipad,electronics,target,0,,Cancelled,
5286,shopping,20221007,2022-10-07,samsung,electronics,amazon,1017,15,Delivered,
5287,shopping,20221007,2022-10-07,instantpot,kitchen,target,273,28,Delivered,
5288,shopping,20221014,2022-10-14,iphone,electronics,target,600,40,Delivered,
5289,shopping,20221014,2022-10-14,airpods,audio,target,0,3,Cancelled,
5290,shopping,20221014,2022-10-14,nike,clothing,ebay,890,18,Returned,
5291,shopping,20221014,2022-10-14,sony,audio,ebay,424,6,Returned,
5292,shopping,20221014,2022-10-14,ipad,electronics,ebay,559,37,Delivered,
5293,shopping,20221014,2022-10-14,samsung,electronics,target,588,,Delivered,
5294,shopping,20221014,2022-10-14,instantpot,kitchen,target,0,39,Cancelled,
5295,shopping,20221021,2022-10-21,iphone,electronics,ebay,694,2,Delivered,
5296,shopping,20221021,2022-10-21,airpods,audio,ebay,0,7,Cancelled,
5297,shopping,20221021,2022-10-21,nike,clothing,ebay,1122,12,Delivered,
5298,shopping,20221021,2022-10-21,sony,audio,target,752,33,Delivered,
5299,shopping,20221021,2022-10-21,ipad,electronics,amazon,727,30,Delivered,
5300,shopping,20221021,2022-10-21,samsung,electronics,walmart,159,1,Delivered,
5301,shopping,20221021,2022-10-21,instantpot,kitchen,target,753,16,Delivered,
5302,shopping,20221028,2022-10-28,iphone,electronics,walmart,67,3,Delivered,
5303,shopping,20221028,2022-10-28,airpods,audio,walmart,932,32,Delivered,
5304,shopping,20221028,2022-10-28,nike,clothing,ebay,321,9,Returned,
5305,shopping,20221028,2022-10-28,sony,audio,target,117,22,Delivered,
5306,shopping,20221028,2022-10-28,ipad,electronics,amazon,280,29,Delivered,
5307,shopping,20221028,2022-10-28,samsung,electronics,target,682,16,Delivered,
5308,shopping,20221028,2022-10-28,instantpot,kitchen,ebay,447,2,Delivered,
5309,shopping,20221104,2022-11-04,iphone,electronics,ebay,1086,0,Delivered,
5310,shopping,20221104,2022-11-04,airpods,audio,amazon,252,4,Delivered,
5311,shopping,20221104,2022-11-04,nike,clothing,target,789,25,Returned,
5312,shopping,20221104,2022-11-04,sony,audio,ebay,391,36,Delivered,
5313,shopping,20221104,2022-11-04,ipad,electronics,target,0,6,Cancelled,
5314,shopping,20221104,2022-11-04,samsung,electronics,amazon,708,14,Delivered,
5315,shopping,20221104,2022-11-04,instantpot,kitchen,amazon,715,35,Delivered,
5316,shopping,20221111,2022-11-11,iphone,electronics,walmart,562,30,Delivered,
5317,shopping,20221111,2022-11-11,airpods,audio,walmart,1088,21,Delivered,
5318,shopping,20221111,2022-11-11,nike,clothing,amazon,314,,Delivered,
5319,shopping,20221111,2022-11-11,sony,audio,walmart,1174,13,Returned,
5320,shopping,20221111,2022-11-11,ipad,electronics,amazon,630,38,Delivered,
5321,shopping,20221111,2022-11-11,samsung,electronics,target,0,34,Cancelled,
5322,shopping,20221111,2022-11-11,instantpot,kitchen,ebay,516,37,Delivered,
5323,shopping,20221118,2022-11-18,iphone,electronics,amazon,498,0,Delivered,
5324,shopping,20221118,2022-11-18,airpods,audio,amazon,748,,Delivered,
5325,shopping,20221118,2022-11-18,nike,clothing,ebay,1109,36,Delivered,
5326,shopping,20221118,2022-11-18,sony,audio,amazon,1093,27,Delivered,
5327,shopping,20221118,2022-11-18,ipad,electronics,ebay,393,5,Returned,
5328,shopping,20221118,2022-11-18,samsung,electronics,walmart,0,22,Cancelled,
5329,shopping,20221118,2022-11-18,instantpot,kitchen,ebay,601,40,Delivered,
5330,shopping,20221125,2022-11-25,iphone,electronics,target,179,34,Delivered,
5331,shopping,20221125,2022-11-25,airpods,audio,walmart,484,26,Delivered,
5332,shopping,20221125,2022-11-25,nike,clothing,ebay,969,34,Returned,
5333,shopping,20221125,2022-11-25,sony,audio,target,548,9,Delivered,
5334,shopping,20221125,2022-11-25,ipad,electronics,ebay,300,0,Delivered,
5335,shopping,20221125,2022-11-25,samsung,electronics,walmart,1055,2,Delivered,
5336,shopping,20221125,2022-11-25,instantpot,kitchen,target,377,10,Delivered,
5337,shopping,20221202,2022-12-02,iphone,electronics,target,436,31,Delivered,
5338,shopping,20221202,2022-12-02,airpods,audio,walmart,259,20,Delivered,
5339,shopping,20221202,2022-12-02,nike,clothing,amazon,316,33,Delivered,
5340,shopping,20221202,2022-12-02,sony,audio,walmart,0,8,Cancelled,
5341,shopping,20221202,2022-12-02,ipad,electronics,amazon,514,18,Delivered,
5342,shopping,20221202,2022-12-02,samsung,electronics,target,437,30,Delivered,
5343,shopping,20221202,2022-12-02,instantpot,kitchen,amazon,0,37,Cancelled,
5344,shopping,20221209,2022-12-09,iphone,electronics,ebay,421,11,Returned,
5345,shopping,20221209,2022-12-09,airpods,audio,walmart,422,,Delivered,
5346,shopping,20221209,2022-12-09,nike,clothing,amazon,349,16,Delivered,
5347,shopping,20221209,2022-12-09,sony,audio,walmart,68,6,Delivered,
5348,shopping,20221209,2022-12-09,ipad,electronics,target,0,35,Cancelled,
5349,shopping,20221209,2022-12-09,samsung,electronics,ebay,1094,31,Delivered,
5350,shopping,20221209,2022-12-09,instantpot,kitchen,walmart,1029,38,Returned,
5351,shopping,20221216,2022-12-16,iphone,electronics,ebay,598,36,Delivered,
5352,shopping,20221216,2022-12-16,airpods,audio,walmart,525,10,Delivered,
5353,shopping,20221216,2022-12-16,nike,clothing,walmart,963,35,Delivered,
5354,shopping,20221216,2022-12-16,sony,audio,amazon,563,4,Delivered,
5355,shopping,20221216,2022-12-16,ipad,electronics,ebay,0,24,Cancelled,
5356,shopping,20221216,2022-12-16,samsung,electronics,amazon,350,29,Delivered,
5357,shopping,20221216,2022-12-16,instantpot,kitchen,ebay,794,2,Delivered,
5358,shopping,20221223,2022-12-23,iphone,electronics,walmart,740,10,Delivered,
5359,shopping,20221223,2022-12-23,airpods,audio,ebay,436,17,Delivered,
5360,shopping,20221223,2022-12-23,nike,clothing,walmart,416,7,Delivered,
5361,shopping,20221223,2022-12-23,sony,audio,ebay,1016,34,Delivered,
5362,shopping,20221223,2022-12-23,ipad,electronics,target,203,10,Delivered,
5363,shopping,20221223,2022-12-23,samsung,electronics,amazon,0,5,Cancelled,
5364,shopping,20221223,2022-12-23,instantpot,kitchen,walmart,232,32,Delivered,
5365,shopping,20221230,2022-12-30,iphone,electronics,target,1121,35,Delivered,
5366,shopping,20221230,2022-12-30,airpods,audio,target,431,24,Delivered,
5367,shopping,20221230,2022-12-30,nike,clothing,amazon,0,22,Cancelled,
5368,shopping,20221230,2022-12-30,sony,audio,amazon,927,24,Returned,
5369,shopping,20221230,2022-12-30,ipad,electronics,amazon,149,13,Returned,
5370,shopping,20221230,2022-12-30,samsung,electronics,target,616,24,Returned,
5371,shopping,20221230,2022-12-30,instantpot,kitchen,target,1019,10,Delivered,
5372,shopping,20230106,2023-01-06,iphone,electronics,ebay,906,28,Delivered,
5373,shopping,20230106,2023-01-06,airpods,audio,target,821,4,Returned,
5374,shopping,20230106,2023-01-06,nike,clothing,target,1198,2,Delivered,
5375,shopping,20230106,2023-01-06,sony,audio,amazon,1186,38,Delivered,
5376,shopping,20230106,2023-01-06,ipad,electronics,walmart,0,,Cancelled,
5377,shopping,20230106,2023-01-06,samsung,electronics,target,181,14,Returned,
5378,shopping,20230106,2023-01-06,instantpot,kitchen,amazon,834,,Delivered,
5379,shopping,20230113,2023-01-13,iphone,electronics,target,549,7,Returned,
5380,shopping,20230113,2023-01-13,airpods,audio,amazon,255,33,Delivered,
5381,shopping,20230113,2023-01-13,nike,clothing,walmart,0,,Cancelled,
5382,shopping,20230113,2023-01-13,sony,audio,amazon,0,24,Cancelled,
5383,shopping,20230113,2023-01-13,ipad,electronics,ebay,84,5,Delivered,
5384,shopping,20230113,2023-01-13,samsung,electronics,walmart,746,20,Delivered,
5385,shopping,20230113,2023-01-13,instantpot,kitchen,ebay,700,36,Delivered,
5386,shopping,20230120,2023-01-20,iphone,electronics,amazon,617,12,Delivered,
5387,shopping,20230120,2023-01-20,airpods,audio,amazon,1158,22,Delivered,
5388,shopping,20230120,2023-01-20,nike,clothing,target,0,36,Cancelled,
5389,shopping,20230120,2023-01-20,sony,audio,amazon,640,8,Delivered,
5390,shopping,20230120,2023-01-20,ipad,electronics,target,262,9,Delivered,
5391,shopping,20230120,2023-01-20,samsung,electronics,target,1151,10,Delivered,
5392,shopping,20230120,2023-01-20,instantpot,kitchen,ebay,942,38,Delivered,
5393,shopping,20230127,2023-01-27,iphone,electronics,amazon,177,26,Delivered,
5394,shopping,20230127,2023-01-27,airpods,audio,amazon,262,14,Delivered,
5395,shopping,20230127,2023-01-27,nike,clothing,amazon,581,,Returned,
5396,shopping,20230127,2023-01-27,sony,audio,ebay,947,28,Returned,
5397,shopping,20230127,2023-01-27,ipad,electronics,ebay,0,14,Cancelled,
5398,shopping,20230127,2023-01-27,samsung,electronics,target,139,,Delivered,
5399,shopping,20230127,2023-01-27,instantpot,kitchen,target,604,28,Returned,
5400,shopping,20230203,2023-02-03,iphone,electronics,target,56,15,Delivered,
5401,shopping,20230203,2023-02-03,airpods,audio,target,1146,5,Delivered,
5402,shopping,20230203,2023-02-03,nike,clothing,walmart,932,19,Delivered,
5403,shopping,20230203,2023-02-03,sony,audio,walmart,0,39,Cancelled,
5404,shopping,20230203,2023-02-03,ipad,electronics,ebay,144,36,Delivered,
5405,shopping,20230203,2023-02-03,samsung,electronics,amazon,1111,34,Delivered,
5406,shopping,20230203,2023-02-03,instantpot,kitchen,ebay,0,37,Cancelled,
5407,shopping,20230210,2023-02-10,iphone,electronics,ebay,1194,20,Returned,
5408,shopping,20230210,2023-02-10,airpods,audio,amazon,607,1,Delivered,
5409,shopping,20230210,2023-02-10,nike,clothing,target,260,37,Delivered,
5410,shopping,20230210,2023-02-10,sony,audio,amazon,964,27,Delivered,
5411,shopping,20230210,2023-02-10,ipad,electronics,amazon,754,28,Delivered,
5412,shopping,20230210,2023-02-10,samsung,electronics,target,463,32,Delivered,
5413,shopping,20230210,2023-02-10,instantpot,kitchen,amazon,480,22,Delivered,
5414,shopping,20230217,2023-02-17,iphone,electronics,walmart,0,17,Cancelled,
5415,shopping,20230217,2023-02-17,airpods,audio,ebay,1009,1,Delivered,
5416,shopping,20230217,2023-02-17,nike,clothing,ebay,767,4,Returned,
5417,shopping,20230217,2023-02-17,sony,audio,ebay,560,31,Delivered,
5418,shopping,20230217,2023-02-17,ipad,electronics,target,0,34,Cancelled,
5419,shopping,20230217,2023-02-17,samsung,electronics,amazon,923,10,Delivered,
5420,shopping,20230217,2023-02-17,instantpot,kitchen,ebay,377,32,Delivered,
5421,shopping,20230224,2023-02-24,iphone,electronics,target,296,34,Delivered,
5422,shopping,20230224,2023-02-24,airpods,audio,walmart,0,11,Cancelled,
5423,shopping,20230224,2023-02-24,nike,clothing,amazon,939,,Delivered,
5424,shopping,20230224,2023-02-24,sony,audio,amazon,638,16,Delivered,
5425,shopping,20230224,2023-02-24,ipad,electronics,walmart,528,4,Delivered,
5426,shopping,20230224,2023-02-24,samsung,electronics,amazon,359,6,Delivered,
5427,shopping,20230224,2023-02-24,instantpot,kitchen,target,125,21,Delivered,
5428,shopping,20230303,2023-03-03,iphone,electronics,ebay,824,18,Delivered,
5429,shopping,20230303,2023-03-03,airpods,audio,walmart,287,25,Delivered,
5430,shopping,20230303,2023-03-03,nike,clothing,target,271,15,Delivered,
5431,shopping,20230303,2023-03-03,sony,audio,target,0,9,Cancelled,
5432,shopping,20230303,2023-03-03,ipad,electronics,amazon,692,16,Delivered,
5433,shopping,20230303,2023-03-03,samsung,electronics,target,799,34,Returned,
5434,shopping,20230303,2023-03-03,instantpot,kitchen,amazon,83,,Delivered,
5435,shopping,20230310,2023-03-10,iphone,electronics,walmart,896,5,Delivered,
5436,shopping,20230310,2023-03-10,airpods,audio,target,0,3,Cancelled,
5437,shopping,20230310,2023-03-10,nike,clothing,walmart,861,24,Delivered,
5438,shopping,20230310,2023-03-10,sony,audio,target,456,24,Delivered,
5439,shopping,20230310,2023-03-10,ipad,electronics,ebay,1115,12,Delivered,
5440,shopping,20230310,2023-03-10,samsung,electronics,ebay,199,8,Delivered,
5441,shopping,20230310,2023-03-10,instantpot,kitchen,target,0,8,Cancelled,
5442,shopping,20230317,2023-03-17,iphone,electronics,target,293,20,Delivered,
5443,shopping,20230317,2023-03-17,airpods,audio,amazon,483,34,Delivered,
5444,shopping,20230317,2023-03-17,nike,clothing,ebay,835,2,Delivered,
5445,shopping,20230317,2023-03-17,sony,audio,amazon,368,2,Delivered,
5446,shopping,20230317,2023-03-17,ipad,electronics,ebay,1128,8,Delivered,
5447,shopping,20230317,2023-03-17,samsung,electronics,target,407,33,Delivered,
5448,shopping,20230317,2023-03-17,instantpot,kitchen,ebay,925,10,Returned,
5449,shopping,20230324,2023-03-24,iphone,electronics,walmart,201,26,Delivered,
5450,shopping,20230324,2023-03-24,airpods,audio,ebay,0,16,Cancelled,
5451,shopping,20230324,2023-03-24,nike,clothing,amazon,799,1,Delivered,
5452,shopping,20230324,2023-03-24,sony,audio,target,785,30,Delivered,
5453,shopping,20230324,2023-03-24,ipad,electronics,ebay,1098,25,Delivered,
5454,shopping,20230324,2023-03-24,samsung,electronics,amazon,812,40,Delivered,
5455,shopping,20230324,2023-03-24,instantpot,kitchen,amazon,91,12,Returned,
5456,shopping,20230331,2023-03-31,iphone,electronics,target,0,2,Cancelled,
5457,shopping,20230331,2023-03-31,airpods,audio,walmart,58,17,Delivered,
5458,shopping,20230331,2023-03-31,nike,clothing,target,543,20,Delivered,
5459,shopping,20230331,2023-03-31,sony,audio,target,439,,Returned,
5460,shopping,20230331,2023-03-31,ipad,electronics,ebay,246,16,Delivered,
5461,shopping,20230331,2023-03-31,samsung,electronics,amazon,257,12,Delivered,
5462,shopping,20230331,2023-03-31,instantpot,kitchen,target,882,35,Delivered,
5463,shopping,20230407,2023-04-07,iphone,electronics,amazon,0,31,Cancelled,
5464,shopping,20230407,2023-04-07,airpods,audio,target,1200,21,Delivered,
5465,shopping,20230407,2023-04-07,nike,clothing,target,0,,Cancelled,
5466,shopping,20230407,2023-04-07,sony,audio,amazon,580,36,Delivered,
